﻿カードID,名前,読み方,レベル,属性,種族,カードタイプ,攻撃力,守備力,カードテキスト
11313,M・HERO ダーク・ロウ,マスクドヒーロー　ダーク・ロウ,6,闇,戦士族,融合／効果,2400,1800,
9069,M・HERO ヴェイパー,マスクドヒーロー　ヴェイパー,6,水,戦士族,融合／効果,2400,2000,
9072,M・HERO ダスク・クロウ,マスクドヒーロー　ダスク・クロウ,4,闇,戦士族,効果,1200,1000,
21613,M・HERO ファーネス,マスクドヒーロー　ファーネス,7,炎,戦士族,効果,2200,1000,
4254,マスター・アン・エキスパート,マスター・アン・エキスパート,4,地,獣族,通常,1200,1000,
5501,究極竜騎士,マスター・オブ・ドラゴンナイト,12,光,ドラゴン族,融合／効果,5000,5000,
6127,マスター・オブ・OZ,マスター・オブ・オージー,9,地,獣族,融合,4200,3700,
11930,M・HERO ブラスト,マスクドヒーロー　ブラスト,6,風,戦士族,融合／効果,2200,1800,
19718,究極竜魔導師,マスター・オブ・ドラゴンマギア,12,光,ドラゴン族,融合／効果,5000,4000,
19495,マスター・オブ・HAM,マスター・オブ・ハム,5,地,獣族,融合／効果,2100,1850,
21218,超究極魔導竜王,マスター・オブ・ドラゴンロード,12,闇,ドラゴン族,エクシーズ／効果,5000,5000,
9287,マスター・ヒュペリオン,マスター・ヒュペリオン,8,光,天使族,効果,2700,2100,
13004,マスター・ピース,マスター・ピース,,,罠,,,,
8182,マスター・ジーグ,マスター・ジーグ,8,地,サイキック族,効果,2600,1400,
13268,マスター・ボーイ,マスター・ボーイ,2,水,水族,リンク／効果,1400,-,
11168,マスマティシャン,マスマティシャン,3,地,魔法使い族,効果,1500,500,
16650,マスターフレア・ヒュペリオン,マスターフレア・ヒュペリオン,10,光,天使族,シンクロ／効果,3200,2600,
5671,マスドライバー,マスドライバー,,,魔法,,,,
6329,マスターモンク,マスターモンク,5,地,岩石族,特殊召喚／効果,1900,1000,
13838,マズルフラッシュ・ドラゴン,マズルフラッシュ・ドラゴン,3,闇,ドラゴン族,リンク／効果,2300,-,
10877,魔聖騎士皇ランスロット,ませいきしおうランスロット,5,闇,戦士族,シンクロ／効果,2100,900,
9685,魔製産卵床,ませいさんらんしょう,,,罠,,,,
10350,魔聖騎士ランスロット,ませいきしランスロット,5,闇,戦士族,効果,2000,800,
9280,魔石術師 クルード,ませきじゅつし　クルード,3,光,魔法使い族,効果,800,1900,
6201,魔装機関車 デコイチ,まそうきかんしゃ　デコイチ,4,闇,機械族,リバース／効果,1400,1000,
4300,魔装騎士ドラゴネス,まそうきしドラゴネス,3,風,戦士族,融合,1200,900,
11138,魔装戦士 アルニス,まそうせんし　アルニス,4,炎,戦士族,効果,1700,1200,
11136,魔装聖龍 イーサルウェポン,まそうせいりゅう　イーサルウェポン,6,光,ドラゴン族,効果,2300,1600,
11873,魔装邪龍 イーサルウェポン,まそうじゃりゅう　イーサルウェポン,6,闇,ドラゴン族,ペンデュラム／効果,2300,1600,
11137,魔装戦士 ヴァンドラ,まそうせんし　ヴァンドラ,5,風,戦士族,効果,2000,800,
11139,魔装戦士 テライガー,まそうせんし　テライガー,4,地,戦士族,効果,1800,1200,
11871,魔装戦士 ドラゴディウス,まそうせんし　ドラゴディウス,4,光,戦士族,ペンデュラム／効果,1500,1500,
11872,魔装戦士 ドラゴノックス,まそうせんし　ドラゴノックス,4,闇,戦士族,ペンデュラム／効果,1500,1500,
11140,魔装戦士 ハイドロータス,まそうせんし　ハイドロータス,3,水,戦士族,リバース／効果,1400,900,
6243,またたびキャット,またたびキャット,2,地,獣族,効果,0,500,
4559,マタンゴ,マタンゴ,3,地,戦士族,効果,1250,800,
5656,魔草 マンドラゴラ,まそう　マンドラゴラ,2,闇,魔法使い族,リバース／効果,500,200,
21755,マタドール降臨の儀式 ダーク・パセオ,マタドールこうりんのぎしき　ダーク・パセオ,,,魔法,,,,
13323,魔弾－クロス・ドミネーター,まだん－クロス・ドミネーター,,,魔法,,,,
16836,マタタビ仙狸,マタタビせんり,2,風,獣族,効果,0,0,
13325,魔弾－ダンシング・ニードル,まだん－ダンシング・ニードル,,,罠,,,,
13327,魔弾－デッドマンズ・バースト,まだん－デッドマンズ・バースト,,,罠,,,,
13324,魔弾－デスペラード,まだん－デスペラード,,,罠,,,,
13326,魔弾－デビルズ・ディール,まだん－デビルズ・ディール,,,罠,,,,
13321,魔弾の悪魔 ザミエル,まだんのあくま ザミエル,8,光,悪魔族,効果,2500,2500,
13322,魔弾－ネバー・エンドルフィン,まだん－ネバー・エンドルフィン,,,魔法,,,,
13317,魔弾の射手 ザ・キッド,まだんのしゃしゅ　ザ・キッド,3,光,悪魔族,効果,1600,200,
13319,魔弾の射手 カラミティ,まだんのしゃしゅ カラミティ,4,光,悪魔族,効果,1500,1300,
13315,魔弾の射手 カスパール,まだんのしゃしゅ　カスパール,3,光,悪魔族,効果,1200,2000,
13318,魔弾の射手 スター,まだんのしゃしゅ　スター,4,光,悪魔族,効果,1300,1700,
13316,魔弾の射手 ドクトル,まだんのしゃしゅ ドクトル,3,光,悪魔族,効果,1400,1200,
14209,魔弾の射手 マックス,まだんのしゃしゅ　マックス,1,光,悪魔族,リンク／効果,1000,-,
13320,魔弾の射手 ワイルド,まだんのしゃしゅ ワイルド,4,光,悪魔族,効果,1700,900,
14322,魔弾－ブラッディ・クラウン,まだん－ブラッディ・クラウン,,,罠,,,,
8080,マックス・テレポーター,マックス・テレポーター,6,光,サイキック族,効果,2100,1200,
19510,マチュア・クロニクル,マチュア・クロニクル,,,魔法,,,,
7788,魔知ガエル,まちガエル,2,水,水族,効果,100,2000,
4963,抹殺の使徒,まっさつのしと,,,魔法,,,,
8438,マックス・ウォリアー,マックス・ウォリアー,4,風,戦士族,効果,1800,800,
14627,抹殺の指名者,まっさつのしめいしゃ,,,魔法,,,,
10094,抹殺の聖刻印,まっさつのせいこくいん,,,罠,,,,
7985,マッシブ・ウォリアー,マッシブ・ウォリアー,2,地,戦士族,効果,600,1200,
7871,マッド・デーモン,マッド・デーモン,4,闇,悪魔族,効果,1800,0,
14582,抹殺の邪悪霊,まっさつのダーク・スピリット,3,闇,悪魔族,効果,1600,0,
6412,マッド・ロブスター,マッド・ロブスター,3,水,水族,通常,1700,1000,
7348,マッド・リローダー,マッド・リローダー,1,闇,悪魔族,効果,0,0,
17125,マッドマーダー,マッドマーダー,2,闇,アンデット族,チューナー／効果,400,200,
9725,マツボックル,マツボックル,1,地,植物族,効果,400,200,
16835,マッド・ハッカー,マッド・ハッカー,2,闇,サイバース族,効果,1000,600,
12254,魔帝アングマール,まていアングマール,6,闇,悪魔族,効果,2400,1000,
14657,魔筒覗ベイオネーター,まづつしベイオネーター,1,闇,アンデット族,効果,500,0,
17177,原質の円環炉,マテリアクトル・アニュラス,,,魔法,,,,
20782,マテリアクトル・エクサガルド,マテリアクトル・エクサガルド,3,水,ドラゴン族,エクシーズ／効果,2000,2000,
20750,マテリアクトル・エクサレプト,マテリアクトル・エクサレプト,3,水,ドラゴン族,効果,1500,1500,
15956,マテリアクトル・ギガドラ,マテリアクトル・ギガドラ,3,闇,ドラゴン族,効果,1000,1000,
21200,原質の炉心貫通,マテリアクトル・メルトスルー,,,魔法,,,,
15957,マテリアクトル・ギガヴォロス,マテリアクトル・ギガヴォロス,3,闇,ドラゴン族,エクシーズ／効果,500,500,
20751,マテリアクトル・ゼプトウィング,マテリアクトル・ゼプトウィング,3,炎,ドラゴン族,効果,0,0,
20811,原質の臨界超過,マテリアクトル・クリティカル,,,罠,,,,
20796,原質の炉心溶融,マテリアクトル・メルトダウン,,,魔法,,,,
7567,マテリアルドラゴン,マテリアルドラゴン,6,光,ドラゴン族,効果,2400,2000,
8140,マテリアルファルコ,マテリアルファルコ,5,風,鳥獣族,効果,2200,800,
9420,魔天使ローズ・ソーサラー,まてんしローズ・ソーサラー,7,地,植物族,効果,2400,1300,
4181,魔天老,まてんろう,3,闇,悪魔族,通常,1000,700,
4304,魔頭を持つ邪竜,まとうをもつじゃりゅう,3,風,ドラゴン族,通常,900,900,
18833,魔頭砲グレンザウルス,まとうほうグレンザウルス,4,炎,恐竜族,エクシーズ／効果,2200,2000,
6399,摩天楼 －スカイスクレイパー－,まてんろう　－スカイスクレイパー－,,,魔法,,,,
7004,摩天楼２－ヒーローシティ,まてんろう２－ヒーローシティ,,,魔法,,,,
5659,魔導アーマー エグゼ,まどうアーマー　エグゼ,4,光,岩石族,効果,2400,1400,
4395,魔導騎士ギルティア,まどうきしギルティア,5,光,戦士族,融合,1850,1500,
15235,魔道騎士ガイア,まどうきしガイア,7,光,戦士族,効果,2300,2100,
16621,魔導騎士ギルティア－ソウル・スピア,まどうきしギルティア－ソウル・スピア,5,光,戦士族,効果,1850,1500,
10312,魔導鬼士 ディアール,まどうきし　ディアール,6,闇,魔法使い族,効果,2500,1200,
8134,魔導騎士 ディフェンダー,まどうきし　ディフェンダー,4,光,魔法使い族,効果,1600,2000,
16283,魔道騎竜カース・オブ・ドラゴン,まどうきりゅうカース・オブ・ドラゴン,5,闇,ドラゴン族,融合／効果,2000,1500,
10146,魔導弓士 ラムール,まどうきゅうし　ラムール,3,地,魔法使い族,効果,600,2000,
4761,魔導ギガサイバー,まどうギガサイバー,6,闇,戦士族,効果,2200,1200,
14445,魔導耀士 デイブレイカー,まどうきし　デイブレイカー,2,光,魔法使い族,リンク／効果,1600,-,
10245,魔導教士 システィ,まどうきょうし　システィ,3,地,魔法使い族,効果,1600,800,
12503,魔導契約の扉,まどうけいやくのとびら,,,魔法,,,,
4745,魔道化リジョン,まどうけリジョン,4,闇,魔法使い族,効果,1300,1500,
10394,魔導化士 マット,まどうけし　マット,3,地,魔法使い族,効果,1600,900,
10149,魔導剣士 シャリオ,まどうけんし　シャリオ,4,風,魔法使い族,効果,1800,1300,
13497,魔導原典 クロウリー,まどうげんてん　クロウリー,2,闇,魔法使い族,リンク／効果,1000,-,
10269,魔導皇聖 トリス,まどうこうじょう　トリス,5,光,魔法使い族,エクシーズ／効果,2000,1700,
10246,魔導皇士 アンプール,まどうこうし　アンプール,5,闇,魔法使い族,効果,2300,2000,
5213,魔導師の力,まどうしのちから,,,魔法,,,,
5657,魔導サイエンティスト,まどうサイエンティスト,1,闇,魔法使い族,効果,300,300,
5663,魔導雑貨商人,まどうざっかしょうにん,1,光,昆虫族,リバース／効果,200,700,
10318,魔導書庫クレッセン,まどうしょこクレッセン,,,魔法,,,,
10282,魔導書院ラメイソン,まどうしょいんラメイソン,,,魔法,,,,
10147,魔導召喚士 テンペル,まどうしょうかんし　テンペル,3,地,魔法使い族,効果,1000,1000,
10357,魔導書庫ソレイン,まどうしょこソレイン,,,魔法,,,,
10145,魔導書士 バテル,まどうしょし　バテル,2,水,魔法使い族,効果,500,400,
5676,魔導書整理,まどうしょせいり,,,魔法,,,,
5019,魔導紳士－J,まどうしんし－Ｊ,4,闇,魔法使い族,通常,1500,1600,
10544,魔導書の神判,まどうしょのしんぱん,,,魔法,,,,
10358,魔導書廊エトワール,まどうしょろうエトワール,,,魔法,,,,
10602,魔導書の奇跡,まどうしょのきせき,,,魔法,,,,
10243,魔導術士 ラパンデ,まどうじゅつし　ラパンデ,1,水,魔法使い族,効果,300,200,
10512,魔導獣士 ルード,まどうじゅうし　ルード,8,闇,魔法使い族,効果,2700,1700,
10148,魔導戦士 フォルス,まどうせんし　フォルス,4,炎,魔法使い族,効果,1500,1400,
10631,魔導天士 トールモンド,まどうてんし　トールモンド,9,光,魔法使い族,効果,2900,2400,
5655,魔導戦士 ブレイカー,まどうせんし　ブレイカー,4,闇,魔法使い族,効果,1600,1000,
10150,魔導法士 ジュノン,まどうほうし　ジュノン,7,光,魔法使い族,効果,2500,2100,
10175,魔導法皇 ハイロン,まどうほうおう　ハイロン,7,闇,魔法使い族,エクシーズ／効果,2800,2600,
11057,マドルチェ・エンジェリー,マドルチェ・エンジェリー,4,地,天使族,効果,1000,1000,
10244,魔導老士 エアミット,まどうろうし　エアミット,3,地,魔法使い族,効果,1200,700,
10395,魔導冥士 ラモール,まどうめいし　ラモール,6,闇,魔法使い族,効果,2000,1600,
10247,マドルチェ・クロワンサン,マドルチェ・クロワンサン,3,地,獣族,効果,1500,1200,
15050,マドルチェ・サロン,マドルチェ・サロン,,,魔法,,,,
10283,マドルチェ・チケット,マドルチェ・チケット,,,魔法,,,,
10153,マドルチェ・シューバリエ,マドルチェ・シューバリエ,4,地,戦士族,効果,1700,1300,
10191,マドルチェ・シャトー,マドルチェ・シャトー,,,魔法,,,,
10296,マドルチェ・ハッピーフェスタ,マドルチェ・ハッピーフェスタ,,,罠,,,,
20256,マドルチェ・デセール,マドルチェ・デセール,,,罠,,,,
10202,マドルチェ・ティーブレイク,マドルチェ・ティーブレイク,,,罠,,,,
10155,マドルチェ・バトラスク,マドルチェ・バトラスク,4,地,魔法使い族,効果,1500,800,
10557,魔導人形の夜,マドルチェ・ナイツ,,,罠,,,,
14100,マドルチェ・プティンセスール,マドルチェ・プティンセスール,4,地,天使族,効果,1400,1400,
10583,マドルチェ・ピョコレート,マドルチェ・ピョコレート,3,地,獣族,効果,800,1500,
10156,マドルチェ・プディンセス,マドルチェ・プディンセス,5,地,天使族,効果,1000,1000,
15062,マドルチェ・プロムナード,マドルチェ・プロムナード,,,罠,,,,
11726,マドルチェ・プディンセス・ショコ・ア・ラ・モード,マドルチェ・プディンセス・ショコ・ア・ラ・モード,5,地,天使族,エクシーズ／効果,2500,2200,
10154,マドルチェ・マジョレーヌ,マドルチェ・マジョレーヌ,4,地,魔法使い族,効果,1400,1200,
10248,マドルチェ・マーマメイド,マドルチェ・マーマメイド,4,地,魔法使い族,効果,800,2000,
10151,マドルチェ・ミィルフィーヤ,マドルチェ・ミィルフィーヤ,3,地,獣族,効果,500,300,
10513,マドルチェ・ホーットケーキ,マドルチェ・ホーットケーキ,3,地,獣族,効果,1500,1100,
10200,マドルチェ・マナー,マドルチェ・マナー,,,罠,,,,
10152,マドルチェ・メェプル,マドルチェ・メェプル,3,地,獣族,効果,0,1800,
10249,マドルチェ・メッセンジェラート,マドルチェ・メッセンジェラート,4,地,戦士族,効果,1600,1000,
10201,マドルチェ・ワルツ,マドルチェ・ワルツ,,,罠,,,,
19916,微睡の罪宝－モーリアン,まどろみのざいほう－モーリアン,,,罠,,,,
17377,まどろみの神碑,まどろみのルーン,,,魔法,,,,
18519,伍世壊心像,マナドゥム・イマジン,,,魔法,,,,
18476,マナドゥム・ヒアレス,マナドゥム・ヒアレス,2,地,天使族,チューナー／効果,0,2000,
18798,マナドゥム・トリッド,マナドゥム・トリッド,2,炎,天使族,チューナー／効果,0,1500,
19179,マナドゥム・トリロスークタ,マナドゥム・トリロスークタ,6,光,天使族,シンクロ／チューナー／効果,2300,1300,
18520,伍世壊摘心,マナドゥム・アブシジョン,,,魔法,,,,
18535,伍世壊砕心,マナドゥム・ブレイクハート,,,罠,,,,
18506,マナドゥム・プライムハート,マナドゥム・プライムハート,10,光,天使族,シンクロ／効果,3000,3000,
18477,マナドゥム・ミーク,マナドゥム・ミーク,2,水,天使族,チューナー／効果,0,1800,
18475,マナドゥム・リウムハート,マナドゥム・リウムハート,4,光,戦士族,効果,1500,2100,
18536,伍世壊浄心,マナドゥム・リフレーミング,,,罠,,,,
6284,魔のデッキ破壊ウイルス,まのデッキはかいウイルス,,,罠,,,,
6055,魔の試着部屋,まのしちゃくべや,,,魔法,,,,
4499,マハー・ヴァイロ,マハー・ヴァイロ,4,光,魔法使い族,効果,1550,1400,
7132,魔の取引,まのとりひき,,,罠,,,,
5373,磨破羅魏,マハラギ,4,地,岩石族,スピリット／効果,1200,1700,
5008,魔封じの芳香,まふうじのほうこう,,,罠,,,,
18330,魔風衝撃波,まふうしょうげきは,,,魔法,,,,
4278,マブラス,マブラス,4,風,鳥獣族,融合,1300,900,
10131,魔法剣士トランス,まほうけんしトランス,6,地,魔法使い族,通常,2600,200,
5630,魔法吸収,まほうきゅうしゅう,,,魔法,,,,
5290,魔法効果の矢,まほうこうかのや,,,魔法,,,,
4881,魔法剣士ネオ,まほうけんしネオ,4,光,魔法使い族,通常,1700,1000,
5358,魔法除去細菌兵器,まほうじょきょさいきんへいき,,,罠,,,,
4843,魔法除去,まほうじょきょ,,,魔法,,,,
5354,魔法再生,まほうさいせい,,,魔法,,,,
5688,魔法石の採掘,まほうせきのさいくつ,,,魔法,,,,
18034,魔砲戦機ダルマ・カルマ,まほうせんきダルマ・カルマ,,,罠,,,,
8056,魔法族の結界,まほうぞくのけっかい,,,魔法,,,,
7916,魔法族の里,まほうぞくのさと,,,魔法,,,,
10462,魔法族の聖域,まほうぞくのせいいき,,,魔法,,,,
4393,魔法のランプ,まほうのランプ,1,闇,魔法使い族,効果,400,300,
4944,魔法探査の石版,まほうたんさのせきばん,,,罠,,,,
8135,魔法都市エンディミオン,まほうとしエンディミオン,,,魔法,,,,
12854,魔法名－「大いなる獣」,まほうめい－「ト・メガ・セリオン」,,,罠,,,,
5989,魔法封印の呪符,まほうふういんのじゅふ,,,罠,,,,
18318,魔法名－「解体し統合せよ」,まほうめい－「バフォメット」,,,罠,,,,
11676,幻のグリフォン,まぼろしのグリフォン,4,風,鳥獣族,通常,2000,0,
13633,豆まき,まめまき,,,罠,,,,
20212,幻の召喚神エクゾディア,まぼろしのしょうかんしんエクゾディア,10,闇,魔法使い族,融合／効果,?,0,
4072,魔物の狩人,まもののかりうど,4,地,戦士族,通常,1500,1200,
14044,魔妖廻天,まやかしかいてん,,,魔法,,,,
12803,迷い風,まよいかぜ,,,罠,,,,
14307,魔妖壊劫,まやかしかいごう,,,魔法,,,,
15149,魔妖遊行,まやかしゆうこう,,,罠,,,,
16757,迷い花の森,まよいばなのもり,,,魔法,,,,
11471,魔妖仙獣 大刃禍是,まようせんじゅう　ダイバカゼ,10,風,獣族,ペンデュラム／効果,3000,300,
14045,魔妖変生,まやかしへんじょう,,,罠,,,,
14469,魔妖仙獣 独眼群主,まようせんじゅう　ヒトツメノムラジ,10,風,獣族,ペンデュラム／効果,2000,3000,
5904,迷える仔羊,まよえるこひつじ,,,魔法,,,,
20588,M∀LICE IN UNDERGROUND,マリス　イン　アンダーグラウンド,,,魔法,,,,
20587,M∀LICE＜Q＞HEARTS OF CRYPTER,マリス＜クイーン＞ハーツ・オブ・クリプター,3,闇,サイバース族,リンク／効果,2500,-,
21201,M∀LICE IN THE MIRROR,マリス　イン　ザ　ミラー,,,魔法,,,,
20589,M∀LICE＜C＞MTP－０７,マリス＜コード＞ＭＴＰ－０７,,,罠,,,,
20585,M∀LICE＜Q＞RED RANSOM,マリス＜クイーン＞レッド・ランサム,3,闇,サイバース族,リンク／効果,2300,-,
20586,M∀LICE＜Q＞WHITE BINDER,マリス＜クイーン＞ホワイト・バインダー,3,闇,サイバース族,リンク／効果,2300,-,
20590,M∀LICE＜C＞GWC－０６,マリス＜コード＞ＧＷＣ－０６,,,罠,,,,
10734,マリスボラス・スプーン,マリスボラス・スプーン,2,闇,悪魔族,効果,100,500,
20591,M∀LICE＜C＞TB－１１,マリス＜コード＞ＴＢ－１１,,,罠,,,,
10736,マリスボラス・ナイフ,マリスボラス・ナイフ,2,闇,悪魔族,効果,600,100,
10735,マリスボラス・フォーク,マリスボラス・フォーク,2,闇,悪魔族,効果,400,400,
20583,M∀LICE＜P＞Cheshire Cat,マリス＜ポーン＞チェシャ・キャット,3,闇,サイバース族,効果,1500,300,
18029,魔竜将ディアボリカ,まりゅうしょうディアボリカ,8,闇,悪魔族,効果,2300,0,
20584,M∀LICE＜P＞Dormouse,マリス＜ポーン＞ドーマウス,3,闇,サイバース族,効果,900,300,
20582,M∀LICE＜P＞White Rabbit,マリス＜ポーン＞ホワイト・ラビット,3,闇,サイバース族,効果,1200,300,
21160,M∀LICE＜P＞March Hare,マリス＜ポーン＞マーチ・ヘア,3,闇,サイバース族,効果,600,300,
11363,魔竜星－トウテツ,まりゅうせい－トウテツ,5,闇,幻竜族,効果,2200,0,
5260,魔力吸収球体,まりょくきゅうしゅうきゅうたい,3,水,水族,効果,900,900,
6051,魔力倹約術,まりょくけんやくじゅつ,,,魔法,,,,
6365,魔力終了宣告,まりょくしゅうりょうせんこく,,,罠,,,,
5679,魔力枯渇,まりょくこかつ,,,罠,,,,
6225,魔力浄化,まりょくじょうか,,,罠,,,,
11274,魔力の泉,まりょくのいずみ,,,魔法,,,,
4908,魔力の枷,まりょくのかせ,,,魔法,,,,
8136,魔力掌握,まりょくしょうあく,,,魔法,,,,
4870,魔力の棘,まりょくのとげ,,,罠,,,,
5104,魔力無力化の仮面,まりょくむりょくかのかめん,,,魔法,,,,
10299,魔力誘爆,まりょくゆうばく,,,罠,,,,
14443,魔力統轄,まりょくとうかつ,,,魔法,,,,
17056,海晶乙女アクア・アルゴノート,マリンセスアクア・アルゴノート,4,水,サイバース族,リンク／効果,2300,-,
14516,海晶乙女波動,マリンセス・ウェーブ,,,罠,,,,
14517,海晶乙女潮流,マリンセス・カレント,,,罠,,,,
15040,海晶乙女グレート・バブル・リーフ,マリンセスグレート・バブル・リーフ,4,水,サイバース族,リンク／効果,2600,-,
14630,海晶乙女クラウンテイル,マリンセスクラウンテイル,5,水,サイバース族,効果,600,2300,
14695,海晶乙女瀑布,マリンセス・カタラクト,,,罠,,,,
14667,海晶乙女クリスタルハート,マリンセスクリスタルハート,2,水,サイバース族,リンク／効果,0,-,
14489,海晶乙女コーラルアネモネ,マリンセスコーラルアネモネ,2,水,サイバース族,リンク／効果,2000,-,
17055,海晶乙女コーラルトライアングル,マリンセスコーラルトライアングル,3,水,サイバース族,リンク／効果,1500,-,
14669,海晶乙女シーエンジェル,マリンセスシーエンジェル,1,水,サイバース族,リンク／効果,1000,-,
17058,海晶乙女環流,マリンセス・サーキュレーション,,,罠,,,,
14452,海晶乙女シースター,マリンセスシースター,2,水,サイバース族,効果,800,400,
14694,海晶乙女雪花,マリンセス・スノー,,,罠,,,,
14451,海晶乙女シーホース,マリンセスシーホース,3,水,サイバース族,効果,1400,1000,
17057,海晶乙女の潜逅,マリンセス・ダイブ,,,魔法,,,,
17054,海晶乙女スリーピーメイデン,マリンセススリーピーメイデン,5,水,サイバース族,効果,500,2500,
17053,海晶乙女スプリンガール,マリンセススプリンガール,4,水,サイバース族,効果,1200,1000,
14992,海晶乙女バシランリマ,マリンセスバシランリマ,4,水,サイバース族,効果,600,2100,
14680,海晶乙女の闘海,マリンセス・バトルオーシャン,,,魔法,,,,
17059,海晶乙女渦輪,マリンセス・バブルリング,,,罠,,,,
14788,海晶乙女パスカルス,マリンセスパスカルス,4,水,サイバース族,効果,1200,2000,
14488,海晶乙女ブルースラッグ,マリンセスブルースラッグ,1,水,サイバース族,リンク／効果,1500,-,
14629,海晶乙女マンダリン,マリンセスマンダリン,1,水,サイバース族,効果,100,100,
4623,マリン・ビースト,マリン・ビースト,5,水,魚族,融合,1700,1600,
14668,海晶乙女ワンダーハート,マリンセスワンダーハート,4,水,サイバース族,リンク／効果,2400,-,
14631,海晶乙女ブルータン,マリンセスブルータン,4,水,サイバース族,効果,1500,1200,
7732,マルチ・ピース・ゴーレム,マルチ・ピース・ゴーレム,7,地,岩石族,融合／効果,2600,1300,
14490,海晶乙女マーブルド・ロック,マリンセスマーブルド・ロック,3,水,サイバース族,リンク／効果,2500,-,
20764,マルチャミー・ニャルス,マルチャミー・ニャルス,4,地,獣族,効果,100,600,
20500,マルチャミー・フワロス,マルチャミー・フワロス,4,風,鳥獣族,効果,100,600,
20062,多元宇宙,マルチユニバース,,,魔法,,,,
20206,マルチャミー・プルリア,マルチャミー・プルリア,4,水,水族,効果,100,600,
6626,誤作動,マルファンクション,,,罠,,,,
18452,魔螂ディアボランティス,まろうディアボランティス,8,闇,昆虫族,シンクロ／効果,2500,2200,
4164,マンイーター,マンイーター,2,地,植物族,通常,800,600,
4324,万華鏡－華麗なる分身－,まんげきょう－かれいなるぶんしん－,,,魔法,,,,
20196,魔を刻むデモンスミス,まをきざむデモンスミス,6,光,悪魔族,効果,1800,2400,
14475,満天禍コルドー,まんてんかコルドー,8,風,天使族,効果,2600,200,
5900,マンジュ・ゴッド,マンジュ・ゴッド,4,光,天使族,効果,1400,1000,
7846,マンモス・ゾンビ,マンモス・ゾンビ,4,地,アンデット族,効果,1900,0,
11659,マンドラゴン,マンドラゴン,5,地,植物族,ペンデュラム／通常,2500,1000,
4065,マンモスの墓場,マンモスのはかば,3,地,恐竜族,通常,1200,800,
7338,マンモ・フォッシル,マンモ・フォッシル,4,地,岩石族,効果,1800,0,
5292,万力魔神バイサー・デス,まんりきまじんバイサー・デス,4,闇,悪魔族,効果,500,1200,
16258,信用取引,マージントレード,,,魔法,,,,
4101,マーダーサーカス,マーダーサーカス,4,闇,悪魔族,効果,1350,1400,
11299,マーシャリング・フィールド,マーシャリング・フィールド,,,罠,,,,
4104,マーダーサーカス・ゾンビ,マーダーサーカス・ゾンビ,2,闇,アンデット族,通常,1350,0,
11034,マーメイド・シャーク,マーメイド・シャーク,1,水,魚族,効果,100,300,
5967,マーメイド・ナイト,マーメイド・ナイト,4,水,水族,効果,1500,700,
10239,水精鱗－アビスタージ,マーメイル－アビスタージ,4,水,魚族,効果,1700,1100,
10237,水精鱗－アビスグンデ,マーメイル－アビスグンデ,3,水,水族,効果,1400,800,
10240,水精鱗－アビスパイク,マーメイル－アビスパイク,4,水,魚族,効果,1600,800,
10391,水精鱗－アビスディーネ,マーメイル－アビスディーネ,3,水,水族,効果,1000,200,
10409,水精鱗－アビストリーテ,マーメイル－アビストリーテ,3,水,海竜族,エクシーズ／効果,1600,2800,
10238,水精鱗－アビスヒルデ,マーメイル－アビスヒルデ,3,水,水族,効果,1300,400,
10351,水精鱗－アビスマンダー,マーメイル－アビスマンダー,4,水,魚族,効果,100,2000,
10241,水精鱗－アビスラング,マーメイル－アビスラング,4,水,魚族,効果,1200,1800,
10392,水精鱗－アビスノーズ,マーメイル－アビスノーズ,4,水,魚族,効果,1500,1500,
10511,水精鱗－オーケアビス,マーメイル－オーケアビス,3,水,水族,効果,1100,1900,
10236,水精鱗－アビスリンデ,マーメイル－アビスリンデ,3,水,水族,効果,1500,1200,
10268,水精鱗－ガイオアビス,マーメイル－ガイオアビス,7,水,水族,エクシーズ／効果,2800,1600,
13499,水精鱗－サラキアビス,マーメイル－サラキアビス,2,水,海竜族,リンク／効果,1600,-,
10597,水精鱗－サルフアビス,マーメイル－サルフアビス,7,水,水族,効果,2500,2000,
20494,水精鱗の深影隊,マーメイルのしんえいたい,3,水,海竜族,効果,0,1900,
10471,水精鱗－ディニクアビス,マーメイル－ディニクアビス,7,水,水族,効果,1700,2400,
10242,水精鱗－メガロアビス,マーメイル－メガロアビス,7,水,海竜族,効果,2400,1900,
13244,水精鱗－ネレイアビス,マーメイル－ネレイアビス,3,水,水族,効果,1200,2000,
10393,水精鱗－リードアビス,マーメイル－リードアビス,7,水,海竜族,効果,2700,1000,
5435,ミイラの呼び声,ミイラのよびごえ,,,魔法,,,,
14071,未界域調査報告,みかいいきちょうさほうこく,,,魔法,,,,
14351,未界域のオゴポゴ,みかいいきのオゴポゴ,8,闇,海竜族,効果,1200,3000,
14535,未界域の歓待,みかいいきのかんたい,,,罠,,,,
13983,未界域の危険地帯,みかいいきのきけんちたい,,,罠,,,,
13980,未界域のチュパカブラ,みかいいきのチュパカブラ,4,闇,悪魔族,効果,1500,400,
14067,未界域のサンダーバード,みかいいきのサンダーバード,8,闇,鳥獣族,効果,2800,2400,
13981,未界域のジャッカロープ,みかいいきのジャッカロープ,3,闇,獣族,効果,500,2000,
14070,未界域のツチノコ,みかいいきのツチノコ,3,闇,爬虫類族,効果,1300,0,
13979,未界域のネッシー,みかいいきのネッシー,7,闇,水族,効果,1600,2800,
